"year","state_fips","acs_median_rent_estimate","acs_median_rent_percent_household_income_estimate","acs_median_rent_moe","acs_median_rent_percent_household_income_moe"
1988,"31",NA,NA,NA,NA
1988,"33",NA,NA,NA,NA
1988,"34",NA,NA,NA,NA
1988,"35",NA,NA,NA,NA
1988,"32",NA,NA,NA,NA
1988,"36",NA,NA,NA,NA
1988,"39",NA,NA,NA,NA
1988,"40",NA,NA,NA,NA
1988,"41",NA,NA,NA,NA
1988,"42",NA,NA,NA,NA
1988,"44",NA,NA,NA,NA
1988,"45",NA,NA,NA,NA
1988,"46",NA,NA,NA,NA
1988,"47",NA,NA,NA,NA
1988,"48",NA,NA,NA,NA
1988,"49",NA,NA,NA,NA
1988,"51",NA,NA,NA,NA
1988,"50",NA,NA,NA,NA
1988,"53",NA,NA,NA,NA
1988,"55",NA,NA,NA,NA
1988,"54",NA,NA,NA,NA
1988,"56",NA,NA,NA,NA
1989,"02",NA,NA,NA,NA
1989,"01",NA,NA,NA,NA
1989,"05",NA,NA,NA,NA
1989,"04",NA,NA,NA,NA
1989,"06",NA,NA,NA,NA
1989,"08",NA,NA,NA,NA
1989,"09",NA,NA,NA,NA
1989,"11",NA,NA,NA,NA
1989,"10",NA,NA,NA,NA
1989,"12",NA,NA,NA,NA
1989,"13",NA,NA,NA,NA
1989,"15",NA,NA,NA,NA
1989,"19",NA,NA,NA,NA
1989,"16",NA,NA,NA,NA
1989,"17",NA,NA,NA,NA
1989,"18",NA,NA,NA,NA
1989,"20",NA,NA,NA,NA
1989,"21",NA,NA,NA,NA
1989,"22",NA,NA,NA,NA
1989,"25",NA,NA,NA,NA
1989,"24",NA,NA,NA,NA
1989,"23",NA,NA,NA,NA
1989,"26",NA,NA,NA,NA
1989,"27",NA,NA,NA,NA
1989,"29",NA,NA,NA,NA
1989,"28",NA,NA,NA,NA
1989,"30",NA,NA,NA,NA
1989,"37",NA,NA,NA,NA
1989,"38",NA,NA,NA,NA
1989,"31",NA,NA,NA,NA
1989,"33",NA,NA,NA,NA
1989,"34",NA,NA,NA,NA
1989,"35",NA,NA,NA,NA
1989,"32",NA,NA,NA,NA
1989,"36",NA,NA,NA,NA
1989,"39",NA,NA,NA,NA
1989,"40",NA,NA,NA,NA
1989,"41",NA,NA,NA,NA
1989,"42",NA,NA,NA,NA
1989,"44",NA,NA,NA,NA
1989,"45",NA,NA,NA,NA
1989,"46",NA,NA,NA,NA
1989,"47",NA,NA,NA,NA
1989,"48",NA,NA,NA,NA
1989,"49",NA,NA,NA,NA
1989,"51",NA,NA,NA,NA
1989,"50",NA,NA,NA,NA
1989,"53",NA,NA,NA,NA
1989,"55",NA,NA,NA,NA
1989,"54",NA,NA,NA,NA
1989,"56",NA,NA,NA,NA
1990,"01",NA,NA,NA,NA
1990,"02",NA,NA,NA,NA
1990,"04",NA,NA,NA,NA
1990,"05",NA,NA,NA,NA
1990,"06",NA,NA,NA,NA
1990,"08",NA,NA,NA,NA
1990,"09",NA,NA,NA,NA
1990,"10",NA,NA,NA,NA
1990,"11",NA,NA,NA,NA
1990,"12",NA,NA,NA,NA
1990,"13",NA,NA,NA,NA
1990,"15",NA,NA,NA,NA
1990,"16",NA,NA,NA,NA
1990,"17",NA,NA,NA,NA
1990,"18",NA,NA,NA,NA
1990,"19",NA,NA,NA,NA
1990,"20",NA,NA,NA,NA
1990,"21",NA,NA,NA,NA
1990,"22",NA,NA,NA,NA
1990,"23",NA,NA,NA,NA
1990,"24",NA,NA,NA,NA
1990,"25",NA,NA,NA,NA
1990,"26",NA,NA,NA,NA
1990,"27",NA,NA,NA,NA
1990,"28",NA,NA,NA,NA
1990,"29",NA,NA,NA,NA
1990,"30",NA,NA,NA,NA
1990,"31",NA,NA,NA,NA
1990,"32",NA,NA,NA,NA
1990,"33",NA,NA,NA,NA
1990,"34",NA,NA,NA,NA
1990,"35",NA,NA,NA,NA
1990,"36",NA,NA,NA,NA
1990,"37",NA,NA,NA,NA
1990,"38",NA,NA,NA,NA
1990,"39",NA,NA,NA,NA
1990,"40",NA,NA,NA,NA
1990,"41",NA,NA,NA,NA
1990,"42",NA,NA,NA,NA
1990,"44",NA,NA,NA,NA
1990,"45",NA,NA,NA,NA
1990,"46",NA,NA,NA,NA
1990,"47",NA,NA,NA,NA
1990,"48",NA,NA,NA,NA
1990,"49",NA,NA,NA,NA
1990,"50",NA,NA,NA,NA
1990,"51",NA,NA,NA,NA
1990,"53",NA,NA,NA,NA
1990,"54",NA,NA,NA,NA
1990,"55",NA,NA,NA,NA
1990,"56",NA,NA,NA,NA
1991,"01",NA,NA,NA,NA
1991,"02",NA,NA,NA,NA
1991,"04",NA,NA,NA,NA
1991,"05",NA,NA,NA,NA
1991,"06",NA,NA,NA,NA
1991,"08",NA,NA,NA,NA
1991,"09",NA,NA,NA,NA
1991,"10",NA,NA,NA,NA
1991,"11",NA,NA,NA,NA
1991,"12",NA,NA,NA,NA
1991,"13",NA,NA,NA,NA
1991,"15",NA,NA,NA,NA
1991,"16",NA,NA,NA,NA
1991,"17",NA,NA,NA,NA
1991,"18",NA,NA,NA,NA
1991,"19",NA,NA,NA,NA
1991,"20",NA,NA,NA,NA
1991,"21",NA,NA,NA,NA
1991,"22",NA,NA,NA,NA
1991,"23",NA,NA,NA,NA
1991,"24",NA,NA,NA,NA
1991,"25",NA,NA,NA,NA
1991,"26",NA,NA,NA,NA
1991,"27",NA,NA,NA,NA
1991,"28",NA,NA,NA,NA
1991,"29",NA,NA,NA,NA
1991,"30",NA,NA,NA,NA
1991,"31",NA,NA,NA,NA
1991,"32",NA,NA,NA,NA
1991,"33",NA,NA,NA,NA
1991,"34",NA,NA,NA,NA
1991,"35",NA,NA,NA,NA
1991,"36",NA,NA,NA,NA
1991,"37",NA,NA,NA,NA
1991,"38",NA,NA,NA,NA
1991,"39",NA,NA,NA,NA
1991,"40",NA,NA,NA,NA
1991,"41",NA,NA,NA,NA
1991,"42",NA,NA,NA,NA
1991,"44",NA,NA,NA,NA
1991,"45",NA,NA,NA,NA
1991,"46",NA,NA,NA,NA
1991,"47",NA,NA,NA,NA
1991,"48",NA,NA,NA,NA
1991,"49",NA,NA,NA,NA
1991,"50",NA,NA,NA,NA
1991,"51",NA,NA,NA,NA
1991,"53",NA,NA,NA,NA
1991,"54",NA,NA,NA,NA
1991,"55",NA,NA,NA,NA
1991,"56",NA,NA,NA,NA
1992,"01",NA,NA,NA,NA
1992,"02",NA,NA,NA,NA
1992,"04",NA,NA,NA,NA
1992,"05",NA,NA,NA,NA
1992,"06",NA,NA,NA,NA
1992,"08",NA,NA,NA,NA
1992,"09",NA,NA,NA,NA
1992,"10",NA,NA,NA,NA
1992,"11",NA,NA,NA,NA
1992,"12",NA,NA,NA,NA
1992,"13",NA,NA,NA,NA
1992,"15",NA,NA,NA,NA
1992,"16",NA,NA,NA,NA
1992,"17",NA,NA,NA,NA
1992,"18",NA,NA,NA,NA
1992,"19",NA,NA,NA,NA
1992,"20",NA,NA,NA,NA
1992,"21",NA,NA,NA,NA
1992,"22",NA,NA,NA,NA
1992,"23",NA,NA,NA,NA
1992,"24",NA,NA,NA,NA
1992,"25",NA,NA,NA,NA
1992,"26",NA,NA,NA,NA
1992,"27",NA,NA,NA,NA
1992,"28",NA,NA,NA,NA
1992,"29",NA,NA,NA,NA
1992,"30",NA,NA,NA,NA
1992,"31",NA,NA,NA,NA
1992,"32",NA,NA,NA,NA
1992,"33",NA,NA,NA,NA
1992,"34",NA,NA,NA,NA
1992,"35",NA,NA,NA,NA
1992,"36",NA,NA,NA,NA
1992,"37",NA,NA,NA,NA
1992,"38",NA,NA,NA,NA
1992,"39",NA,NA,NA,NA
1992,"40",NA,NA,NA,NA
1992,"41",NA,NA,NA,NA
1992,"42",NA,NA,NA,NA
1992,"44",NA,NA,NA,NA
1992,"45",NA,NA,NA,NA
1992,"46",NA,NA,NA,NA
1992,"47",NA,NA,NA,NA
1992,"48",NA,NA,NA,NA
1992,"49",NA,NA,NA,NA
1992,"50",NA,NA,NA,NA
1992,"51",NA,NA,NA,NA
1992,"53",NA,NA,NA,NA
1992,"54",NA,NA,NA,NA
1992,"55",NA,NA,NA,NA
1992,"56",NA,NA,NA,NA
1993,"01",NA,NA,NA,NA
1993,"02",NA,NA,NA,NA
1993,"04",NA,NA,NA,NA
1993,"05",NA,NA,NA,NA
1993,"06",NA,NA,NA,NA
1993,"08",NA,NA,NA,NA
1993,"09",NA,NA,NA,NA
1993,"10",NA,NA,NA,NA
1993,"11",NA,NA,NA,NA
1993,"12",NA,NA,NA,NA
1993,"13",NA,NA,NA,NA
1993,"15",NA,NA,NA,NA
1993,"16",NA,NA,NA,NA
1993,"17",NA,NA,NA,NA
1993,"18",NA,NA,NA,NA
1993,"19",NA,NA,NA,NA
1993,"20",NA,NA,NA,NA
1993,"21",NA,NA,NA,NA
1993,"22",NA,NA,NA,NA
1993,"23",NA,NA,NA,NA
1993,"24",NA,NA,NA,NA
1993,"25",NA,NA,NA,NA
1993,"26",NA,NA,NA,NA
1993,"27",NA,NA,NA,NA
1993,"28",NA,NA,NA,NA
1993,"29",NA,NA,NA,NA
1993,"30",NA,NA,NA,NA
1993,"31",NA,NA,NA,NA
1993,"32",NA,NA,NA,NA
1993,"33",NA,NA,NA,NA
1993,"34",NA,NA,NA,NA
1993,"35",NA,NA,NA,NA
1993,"36",NA,NA,NA,NA
1993,"37",NA,NA,NA,NA
1993,"38",NA,NA,NA,NA
1993,"39",NA,NA,NA,NA
1993,"40",NA,NA,NA,NA
1993,"41",NA,NA,NA,NA
1993,"42",NA,NA,NA,NA
1993,"44",NA,NA,NA,NA
1993,"45",NA,NA,NA,NA
1993,"46",NA,NA,NA,NA
1993,"47",NA,NA,NA,NA
1993,"48",NA,NA,NA,NA
1993,"49",NA,NA,NA,NA
1993,"50",NA,NA,NA,NA
1993,"51",NA,NA,NA,NA
1993,"53",NA,NA,NA,NA
1993,"54",NA,NA,NA,NA
1993,"55",NA,NA,NA,NA
1993,"56",NA,NA,NA,NA
1994,"01",NA,NA,NA,NA
1994,"02",NA,NA,NA,NA
1994,"04",NA,NA,NA,NA
1994,"05",NA,NA,NA,NA
1994,"06",NA,NA,NA,NA
1994,"08",NA,NA,NA,NA
1994,"09",NA,NA,NA,NA
1994,"10",NA,NA,NA,NA
1994,"11",NA,NA,NA,NA
1994,"12",NA,NA,NA,NA
1994,"13",NA,NA,NA,NA
1994,"15",NA,NA,NA,NA
1994,"16",NA,NA,NA,NA
1994,"17",NA,NA,NA,NA
1994,"18",NA,NA,NA,NA
1994,"19",NA,NA,NA,NA
1994,"20",NA,NA,NA,NA
1994,"21",NA,NA,NA,NA
1994,"22",NA,NA,NA,NA
1994,"23",NA,NA,NA,NA
1994,"24",NA,NA,NA,NA
1994,"25",NA,NA,NA,NA
1994,"26",NA,NA,NA,NA
1994,"27",NA,NA,NA,NA
1994,"28",NA,NA,NA,NA
1994,"29",NA,NA,NA,NA
1994,"30",NA,NA,NA,NA
1994,"31",NA,NA,NA,NA
1994,"32",NA,NA,NA,NA
1994,"33",NA,NA,NA,NA
1994,"34",NA,NA,NA,NA
1994,"35",NA,NA,NA,NA
1994,"36",NA,NA,NA,NA
1994,"37",NA,NA,NA,NA
1994,"38",NA,NA,NA,NA
1994,"39",NA,NA,NA,NA
1994,"40",NA,NA,NA,NA
1994,"41",NA,NA,NA,NA
1994,"42",NA,NA,NA,NA
1994,"44",NA,NA,NA,NA
1994,"45",NA,NA,NA,NA
1994,"46",NA,NA,NA,NA
1994,"47",NA,NA,NA,NA
1994,"48",NA,NA,NA,NA
1994,"49",NA,NA,NA,NA
1994,"50",NA,NA,NA,NA
1994,"51",NA,NA,NA,NA
1994,"53",NA,NA,NA,NA
1994,"54",NA,NA,NA,NA
1994,"55",NA,NA,NA,NA
1994,"56",NA,NA,NA,NA
1995,"01",NA,NA,NA,NA
1995,"02",NA,NA,NA,NA
1995,"04",NA,NA,NA,NA
1995,"05",NA,NA,NA,NA
1995,"06",NA,NA,NA,NA
1995,"08",NA,NA,NA,NA
1995,"09",NA,NA,NA,NA
1995,"10",NA,NA,NA,NA
1995,"11",NA,NA,NA,NA
1995,"12",NA,NA,NA,NA
1995,"13",NA,NA,NA,NA
1995,"15",NA,NA,NA,NA
1995,"16",NA,NA,NA,NA
1995,"17",NA,NA,NA,NA
1995,"18",NA,NA,NA,NA
1995,"19",NA,NA,NA,NA
1995,"20",NA,NA,NA,NA
1995,"21",NA,NA,NA,NA
1995,"22",NA,NA,NA,NA
1995,"23",NA,NA,NA,NA
1995,"24",NA,NA,NA,NA
1995,"25",NA,NA,NA,NA
1995,"26",NA,NA,NA,NA
1995,"27",NA,NA,NA,NA
1995,"28",NA,NA,NA,NA
1995,"29",NA,NA,NA,NA
1995,"30",NA,NA,NA,NA
1995,"31",NA,NA,NA,NA
1995,"32",NA,NA,NA,NA
1995,"33",NA,NA,NA,NA
1995,"34",NA,NA,NA,NA
1995,"35",NA,NA,NA,NA
1995,"36",NA,NA,NA,NA
1995,"37",NA,NA,NA,NA
1995,"38",NA,NA,NA,NA
1995,"39",NA,NA,NA,NA
1995,"40",NA,NA,NA,NA
1995,"41",NA,NA,NA,NA
1995,"42",NA,NA,NA,NA
1995,"44",NA,NA,NA,NA
1995,"45",NA,NA,NA,NA
1995,"46",NA,NA,NA,NA
1995,"47",NA,NA,NA,NA
1995,"48",NA,NA,NA,NA
1995,"49",NA,NA,NA,NA
1995,"50",NA,NA,NA,NA
1995,"51",NA,NA,NA,NA
1995,"53",NA,NA,NA,NA
1995,"54",NA,NA,NA,NA
1995,"55",NA,NA,NA,NA
1995,"56",NA,NA,NA,NA
1996,"01",NA,NA,NA,NA
1996,"02",NA,NA,NA,NA
1996,"04",NA,NA,NA,NA
1996,"05",NA,NA,NA,NA
1996,"06",NA,NA,NA,NA
1996,"08",NA,NA,NA,NA
1996,"09",NA,NA,NA,NA
1996,"10",NA,NA,NA,NA
1996,"11",NA,NA,NA,NA
1996,"12",NA,NA,NA,NA
1996,"13",NA,NA,NA,NA
1996,"15",NA,NA,NA,NA
1996,"16",NA,NA,NA,NA
1996,"17",NA,NA,NA,NA
1996,"18",NA,NA,NA,NA
1996,"19",NA,NA,NA,NA
1996,"20",NA,NA,NA,NA
1996,"21",NA,NA,NA,NA
1996,"22",NA,NA,NA,NA
1996,"23",NA,NA,NA,NA
1996,"24",NA,NA,NA,NA
1996,"25",NA,NA,NA,NA
1996,"26",NA,NA,NA,NA
1996,"27",NA,NA,NA,NA
1996,"28",NA,NA,NA,NA
1996,"29",NA,NA,NA,NA
1996,"30",NA,NA,NA,NA
1996,"31",NA,NA,NA,NA
1996,"32",NA,NA,NA,NA
1996,"33",NA,NA,NA,NA
1996,"34",NA,NA,NA,NA
1996,"35",NA,NA,NA,NA
1996,"36",NA,NA,NA,NA
1996,"37",NA,NA,NA,NA
1996,"38",NA,NA,NA,NA
1996,"39",NA,NA,NA,NA
1996,"40",NA,NA,NA,NA
1996,"41",NA,NA,NA,NA
1996,"42",NA,NA,NA,NA
1996,"44",NA,NA,NA,NA
1996,"45",NA,NA,NA,NA
1996,"46",NA,NA,NA,NA
1996,"47",NA,NA,NA,NA
1996,"48",NA,NA,NA,NA
1996,"49",NA,NA,NA,NA
1996,"50",NA,NA,NA,NA
1996,"51",NA,NA,NA,NA
1996,"53",NA,NA,NA,NA
1996,"54",NA,NA,NA,NA
1996,"55",NA,NA,NA,NA
1996,"56",NA,NA,NA,NA
1997,"01",NA,NA,NA,NA
1997,"02",NA,NA,NA,NA
1997,"04",NA,NA,NA,NA
1997,"05",NA,NA,NA,NA
1997,"06",NA,NA,NA,NA
1997,"08",NA,NA,NA,NA
1997,"09",NA,NA,NA,NA
1997,"10",NA,NA,NA,NA
1997,"11",NA,NA,NA,NA
1997,"12",NA,NA,NA,NA
1997,"13",NA,NA,NA,NA
1997,"15",NA,NA,NA,NA
1997,"16",NA,NA,NA,NA
1997,"17",NA,NA,NA,NA
1997,"18",NA,NA,NA,NA
1997,"19",NA,NA,NA,NA
1997,"20",NA,NA,NA,NA
1997,"21",NA,NA,NA,NA
1997,"22",NA,NA,NA,NA
1997,"23",NA,NA,NA,NA
1997,"24",NA,NA,NA,NA
1997,"25",NA,NA,NA,NA
1997,"26",NA,NA,NA,NA
1997,"27",NA,NA,NA,NA
1997,"28",NA,NA,NA,NA
1997,"29",NA,NA,NA,NA
1997,"30",NA,NA,NA,NA
1997,"31",NA,NA,NA,NA
1997,"32",NA,NA,NA,NA
1997,"33",NA,NA,NA,NA
1997,"34",NA,NA,NA,NA
1997,"35",NA,NA,NA,NA
1997,"36",NA,NA,NA,NA
1997,"37",NA,NA,NA,NA
1997,"38",NA,NA,NA,NA
1997,"39",NA,NA,NA,NA
1997,"40",NA,NA,NA,NA
1997,"41",NA,NA,NA,NA
1997,"42",NA,NA,NA,NA
1997,"44",NA,NA,NA,NA
1997,"45",NA,NA,NA,NA
1997,"46",NA,NA,NA,NA
1997,"47",NA,NA,NA,NA
1997,"48",NA,NA,NA,NA
1997,"49",NA,NA,NA,NA
1997,"50",NA,NA,NA,NA
1997,"51",NA,NA,NA,NA
1997,"53",NA,NA,NA,NA
1997,"54",NA,NA,NA,NA
1997,"55",NA,NA,NA,NA
1997,"56",NA,NA,NA,NA
1998,"01",NA,NA,NA,NA
1998,"02",NA,NA,NA,NA
1998,"04",NA,NA,NA,NA
1998,"05",NA,NA,NA,NA
1998,"06",NA,NA,NA,NA
1998,"08",NA,NA,NA,NA
1998,"09",NA,NA,NA,NA
1998,"10",NA,NA,NA,NA
1998,"11",NA,NA,NA,NA
1998,"12",NA,NA,NA,NA
1998,"13",NA,NA,NA,NA
1998,"15",NA,NA,NA,NA
1998,"16",NA,NA,NA,NA
1998,"17",NA,NA,NA,NA
1998,"18",NA,NA,NA,NA
1998,"19",NA,NA,NA,NA
1998,"20",NA,NA,NA,NA
1998,"21",NA,NA,NA,NA
1998,"22",NA,NA,NA,NA
1998,"23",NA,NA,NA,NA
1998,"24",NA,NA,NA,NA
1998,"25",NA,NA,NA,NA
1998,"26",NA,NA,NA,NA
1998,"27",NA,NA,NA,NA
1998,"28",NA,NA,NA,NA
1998,"29",NA,NA,NA,NA
1998,"30",NA,NA,NA,NA
1998,"31",NA,NA,NA,NA
1998,"32",NA,NA,NA,NA
1998,"33",NA,NA,NA,NA
1998,"34",NA,NA,NA,NA
1998,"35",NA,NA,NA,NA
1998,"36",NA,NA,NA,NA
1998,"37",NA,NA,NA,NA
1998,"38",NA,NA,NA,NA
1998,"39",NA,NA,NA,NA
1998,"40",NA,NA,NA,NA
1998,"41",NA,NA,NA,NA
1998,"42",NA,NA,NA,NA
1998,"44",NA,NA,NA,NA
1998,"45",NA,NA,NA,NA
1998,"46",NA,NA,NA,NA
1998,"47",NA,NA,NA,NA
1998,"48",NA,NA,NA,NA
1998,"49",NA,NA,NA,NA
1998,"50",NA,NA,NA,NA
1998,"51",NA,NA,NA,NA
1998,"53",NA,NA,NA,NA
1998,"54",NA,NA,NA,NA
1998,"55",NA,NA,NA,NA
1998,"56",NA,NA,NA,NA
1999,"01",NA,NA,NA,NA
1999,"02",NA,NA,NA,NA
1999,"04",NA,NA,NA,NA
1999,"05",NA,NA,NA,NA
1999,"06",NA,NA,NA,NA
1999,"08",NA,NA,NA,NA
1999,"09",NA,NA,NA,NA
1999,"10",NA,NA,NA,NA
1999,"11",NA,NA,NA,NA
1999,"12",NA,NA,NA,NA
1999,"13",NA,NA,NA,NA
1999,"15",NA,NA,NA,NA
1999,"16",NA,NA,NA,NA
1999,"17",NA,NA,NA,NA
1999,"18",NA,NA,NA,NA
1999,"19",NA,NA,NA,NA
1999,"20",NA,NA,NA,NA
1999,"21",NA,NA,NA,NA
1999,"22",NA,NA,NA,NA
1999,"23",NA,NA,NA,NA
1999,"24",NA,NA,NA,NA
1999,"25",NA,NA,NA,NA
1999,"26",NA,NA,NA,NA
1999,"27",NA,NA,NA,NA
1999,"28",NA,NA,NA,NA
1999,"29",NA,NA,NA,NA
1999,"30",NA,NA,NA,NA
1999,"31",NA,NA,NA,NA
1999,"32",NA,NA,NA,NA
1999,"33",NA,NA,NA,NA
1999,"34",NA,NA,NA,NA
1999,"35",NA,NA,NA,NA
1999,"36",NA,NA,NA,NA
1999,"37",NA,NA,NA,NA
1999,"38",NA,NA,NA,NA
1999,"39",NA,NA,NA,NA
1999,"40",NA,NA,NA,NA
1999,"41",NA,NA,NA,NA
1999,"42",NA,NA,NA,NA
1999,"44",NA,NA,NA,NA
1999,"45",NA,NA,NA,NA
1999,"46",NA,NA,NA,NA
1999,"47",NA,NA,NA,NA
1999,"48",NA,NA,NA,NA
1999,"49",NA,NA,NA,NA
1999,"50",NA,NA,NA,NA
1999,"51",NA,NA,NA,NA
1999,"53",NA,NA,NA,NA
1999,"54",NA,NA,NA,NA
1999,"55",NA,NA,NA,NA
1999,"56",NA,NA,NA,NA
2000,"01",NA,NA,NA,NA
2000,"02",NA,NA,NA,NA
2000,"04",NA,NA,NA,NA
2000,"05",NA,NA,NA,NA
2000,"06",NA,NA,NA,NA
2000,"08",NA,NA,NA,NA
2000,"09",NA,NA,NA,NA
2000,"10",NA,NA,NA,NA
2000,"11",NA,NA,NA,NA
2000,"12",NA,NA,NA,NA
2000,"13",NA,NA,NA,NA
2000,"15",NA,NA,NA,NA
2000,"16",NA,NA,NA,NA
2000,"17",NA,NA,NA,NA
2000,"18",NA,NA,NA,NA
2000,"19",NA,NA,NA,NA
2000,"20",NA,NA,NA,NA
2000,"21",NA,NA,NA,NA
2000,"22",NA,NA,NA,NA
2000,"23",NA,NA,NA,NA
2000,"24",NA,NA,NA,NA
2000,"25",NA,NA,NA,NA
2000,"26",NA,NA,NA,NA
2000,"27",NA,NA,NA,NA
2000,"28",NA,NA,NA,NA
2000,"29",NA,NA,NA,NA
2000,"30",NA,NA,NA,NA
2000,"31",NA,NA,NA,NA
2000,"32",NA,NA,NA,NA
2000,"33",NA,NA,NA,NA
2000,"34",NA,NA,NA,NA
2000,"35",NA,NA,NA,NA
2000,"36",NA,NA,NA,NA
2000,"37",NA,NA,NA,NA
2000,"38",NA,NA,NA,NA
2000,"39",NA,NA,NA,NA
2000,"40",NA,NA,NA,NA
2000,"41",NA,NA,NA,NA
2000,"42",NA,NA,NA,NA
2000,"44",NA,NA,NA,NA
2000,"45",NA,NA,NA,NA
2000,"46",NA,NA,NA,NA
2000,"47",NA,NA,NA,NA
2000,"48",NA,NA,NA,NA
2000,"49",NA,NA,NA,NA
2000,"50",NA,NA,NA,NA
2000,"51",NA,NA,NA,NA
2000,"53",NA,NA,NA,NA
2000,"54",NA,NA,NA,NA
2000,"55",NA,NA,NA,NA
2000,"56",NA,NA,NA,NA
2001,"01",NA,NA,NA,NA
2001,"02",NA,NA,NA,NA
2001,"04",NA,NA,NA,NA
2001,"05",NA,NA,NA,NA
2001,"06",NA,NA,NA,NA
2001,"08",NA,NA,NA,NA
2001,"09",NA,NA,NA,NA
2001,"10",NA,NA,NA,NA
2001,"11",NA,NA,NA,NA
2001,"12",NA,NA,NA,NA
2001,"13",NA,NA,NA,NA
2001,"15",NA,NA,NA,NA
2001,"16",NA,NA,NA,NA
2001,"17",NA,NA,NA,NA
2001,"18",NA,NA,NA,NA
2001,"19",NA,NA,NA,NA
2001,"20",NA,NA,NA,NA
2001,"21",NA,NA,NA,NA
2001,"22",NA,NA,NA,NA
2001,"23",NA,NA,NA,NA
2001,"24",NA,NA,NA,NA
2001,"25",NA,NA,NA,NA
2001,"26",NA,NA,NA,NA
2001,"27",NA,NA,NA,NA
2001,"28",NA,NA,NA,NA
2001,"29",NA,NA,NA,NA
2001,"30",NA,NA,NA,NA
2001,"31",NA,NA,NA,NA
2001,"32",NA,NA,NA,NA
2001,"33",NA,NA,NA,NA
2001,"34",NA,NA,NA,NA
2001,"35",NA,NA,NA,NA
2001,"36",NA,NA,NA,NA
2001,"37",NA,NA,NA,NA
2001,"38",NA,NA,NA,NA
2001,"39",NA,NA,NA,NA
2001,"40",NA,NA,NA,NA
2001,"41",NA,NA,NA,NA
2001,"42",NA,NA,NA,NA
2001,"44",NA,NA,NA,NA
2001,"45",NA,NA,NA,NA
2001,"46",NA,NA,NA,NA
2001,"47",NA,NA,NA,NA
2001,"48",NA,NA,NA,NA
2001,"49",NA,NA,NA,NA
2001,"50",NA,NA,NA,NA
2001,"51",NA,NA,NA,NA
2001,"53",NA,NA,NA,NA
2001,"54",NA,NA,NA,NA
2001,"55",NA,NA,NA,NA
2001,"56",NA,NA,NA,NA
2002,"01",NA,NA,NA,NA
2002,"02",NA,NA,NA,NA
2002,"04",NA,NA,NA,NA
2002,"05",NA,NA,NA,NA
2002,"06",NA,NA,NA,NA
2002,"08",NA,NA,NA,NA
2002,"09",NA,NA,NA,NA
2002,"10",NA,NA,NA,NA
2002,"11",NA,NA,NA,NA
2002,"12",NA,NA,NA,NA
2002,"13",NA,NA,NA,NA
2002,"15",NA,NA,NA,NA
2002,"16",NA,NA,NA,NA
2002,"17",NA,NA,NA,NA
2002,"18",NA,NA,NA,NA
2002,"19",NA,NA,NA,NA
2002,"20",NA,NA,NA,NA
2002,"21",NA,NA,NA,NA
2002,"22",NA,NA,NA,NA
2002,"23",NA,NA,NA,NA
2002,"24",NA,NA,NA,NA
2002,"25",NA,NA,NA,NA
2002,"26",NA,NA,NA,NA
2002,"27",NA,NA,NA,NA
2002,"28",NA,NA,NA,NA
2002,"29",NA,NA,NA,NA
2002,"30",NA,NA,NA,NA
2002,"31",NA,NA,NA,NA
2002,"32",NA,NA,NA,NA
2002,"33",NA,NA,NA,NA
2002,"34",NA,NA,NA,NA
2002,"35",NA,NA,NA,NA
2002,"36",NA,NA,NA,NA
2002,"37",NA,NA,NA,NA
2002,"38",NA,NA,NA,NA
2002,"39",NA,NA,NA,NA
2002,"40",NA,NA,NA,NA
2002,"41",NA,NA,NA,NA
2002,"42",NA,NA,NA,NA
2002,"44",NA,NA,NA,NA
2002,"45",NA,NA,NA,NA
2002,"46",NA,NA,NA,NA
2002,"47",NA,NA,NA,NA
2002,"48",NA,NA,NA,NA
2002,"49",NA,NA,NA,NA
2002,"50",NA,NA,NA,NA
2002,"51",NA,NA,NA,NA
2002,"53",NA,NA,NA,NA
2002,"54",NA,NA,NA,NA
2002,"55",NA,NA,NA,NA
2002,"56",NA,NA,NA,NA
2003,"01",NA,NA,NA,NA
2003,"02",NA,NA,NA,NA
2003,"04",NA,NA,NA,NA
2003,"05",NA,NA,NA,NA
2003,"06",NA,NA,NA,NA
2003,"08",NA,NA,NA,NA
2003,"09",NA,NA,NA,NA
2003,"10",NA,NA,NA,NA
2003,"11",NA,NA,NA,NA
2003,"12",NA,NA,NA,NA
2003,"13",NA,NA,NA,NA
2003,"15",NA,NA,NA,NA
2003,"16",NA,NA,NA,NA
2003,"17",NA,NA,NA,NA
2003,"18",NA,NA,NA,NA
2003,"19",NA,NA,NA,NA
2003,"20",NA,NA,NA,NA
2003,"21",NA,NA,NA,NA
2003,"22",NA,NA,NA,NA
2003,"23",NA,NA,NA,NA
2003,"24",NA,NA,NA,NA
2003,"25",NA,NA,NA,NA
2003,"26",NA,NA,NA,NA
2003,"27",NA,NA,NA,NA
2003,"28",NA,NA,NA,NA
2003,"29",NA,NA,NA,NA
2003,"30",NA,NA,NA,NA
2003,"31",NA,NA,NA,NA
2003,"32",NA,NA,NA,NA
2003,"33",NA,NA,NA,NA
2003,"34",NA,NA,NA,NA
2003,"35",NA,NA,NA,NA
2003,"36",NA,NA,NA,NA
2003,"37",NA,NA,NA,NA
2003,"38",NA,NA,NA,NA
2003,"39",NA,NA,NA,NA
2003,"40",NA,NA,NA,NA
